Time(s),Input(v),Output(v),Output(m)
385.600000000019,2.515,3.304,4.720
385.700000000019,2.515,3.321,4.744
385.800000000019,2.515,3.338,4.768
385.900000000019,2.515,3.355,4.792
386.000000000019,2.515,3.372,4.816
386.100000000019,2.515,3.388,4.841
386.200000000019,2.515,3.405,4.865
386.300000000019,2.515,3.422,4.889
386.400000000019,2.515,3.439,4.913
386.500000000019,2.515,3.456,4.937
386.600000000019,2.515,3.473,4.961
386.700000000019,2.515,3.490,4.985
386.800000000019,2.515,3.507,5.010
386.900000000019,2.515,3.524,5.034
387.000000000019,2.515,3.541,5.058
387.10000000002,2.515,3.557,5.082
387.20000000002,2.515,3.574,5.106
387.30000000002,2.515,3.591,5.130
387.40000000002,2.515,3.608,5.155
387.50000000002,2.515,3.625,5.179
387.60000000002,2.515,3.642,5.203
387.70000000002,2.515,3.659,5.227
387.80000000002,2.515,3.676,5.252
387.90000000002,2.515,3.693,5.276
388.00000000002,2.515,3.710,5.300
388.10000000002,2.515,3.727,5.324
388.20000000002,2.515,3.744,5.349
388.30000000002,2.515,3.761,5.373
388.40000000002,2.515,3.778,5.397
388.50000000002,2.515,3.795,5.421
388.60000000002,2.515,3.812,5.446
388.70000000002,2.515,3.829,5.470
388.80000000002,2.515,3.846,5.494
388.90000000002,2.515,3.863,5.518
389.00000000002,2.515,3.880,5.543
389.10000000002,2.515,3.897,5.567
389.20000000002,2.515,3.914,5.591
389.30000000002,2.515,3.931,5.616
389.40000000002,2.515,3.948,5.640
389.50000000002,2.515,3.965,5.664
389.60000000002,2.515,3.982,5.689
389.70000000002,2.515,3.999,5.713
389.80000000002,2.515,4.016,5.737
389.90000000002,2.515,4.033,5.762
390.00000000002,2.898,4.050,5.786
390.10000000002,4.283,4.073,5.819
390.20000000002,5.000,4.124,5.892
390.30000000002,5.000,4.214,6.019
390.40000000002,5.000,4.341,6.202
390.50000000002,5.000,4.506,6.438
390.60000000002,5.000,4.709,6.727
390.70000000002,5.000,4.947,7.068
390.80000000002,5.000,5.222,7.461
390.90000000002,5.000,5.533,7.904
391.00000000002,5.000,5.879,8.398
391.10000000002,5.000,6.259,8.941
391.20000000002,5.000,6.673,9.534
391.30000000002,5.000,7.122,10.174
391.40000000002,5.000,7.603,10.862
391.500000000021,5.000,8.117,11.596
391.600000000021,5.000,8.664,12.377
391.700000000021,5.000,9.242,13.203
391.800000000021,5.000,9.852,14.075
391.900000000021,5.000,10.000,14.990
392.000000000021,5.000,10.000,15.950
392.100000000021,5.000,10.000,16.952
392.200000000021,5.000,10.000,17.997
392.300000000021,5.000,10.000,19.085
392.400000000021,5.000,10.000,20.213
392.500000000021,5.000,10.000,21.382
392.600000000021,5.000,10.000,22.592
392.700000000021,5.000,10.000,23.841
392.800000000021,5.000,10.000,25.130
392.900000000021,5.000,10.000,26.457
393.000000000021,5.000,10.000,27.823
393.100000000021,5.000,10.000,29.226
393.200000000021,5.000,10.000,30.666
393.300000000021,5.000,10.000,32.142
393.400000000021,5.000,10.000,33.655
393.500000000021,5.000,10.000,35.204
393.600000000021,5.000,10.000,36.787
393.700000000021,5.000,10.000,38.406
393.800000000021,5.000,10.000,40.058
393.900000000021,5.000,10.000,41.744
394.000000000021,5.000,10.000,43.463
394.100000000021,5.000,10.000,45.216
394.200000000021,5.000,10.000,47.000
394.300000000021,5.000,10.000,48.817
394.400000000021,5.000,10.000,50.665
394.500000000021,5.000,10.000,52.544
394.600000000021,5.000,10.000,54.453
394.700000000021,5.000,10.000,56.393
394.800000000021,5.000,10.000,58.363
394.900000000021,5.000,10.000,60.362
395.000000000021,5.000,10.000,62.390
395.100000000021,5.000,10.000,64.447
395.200000000021,5.000,10.000,66.531
395.300000000021,5.000,10.000,68.644
395.400000000021,5.000,10.000,70.784
395.500000000021,5.000,10.000,72.952
395.600000000021,5.000,10.000,75.146
395.700000000021,5.000,10.000,77.366
395.800000000021,5.000,10.000,79.612
395.900000000022,5.000,10.000,81.884
396.000000000022,5.000,10.000,84.181
396.100000000022,5.000,10.000,86.503
396.200000000022,5.000,10.000,88.850
396.300000000022,5.000,10.000,91.221
396.400000000022,5.000,10.000,93.616
396.500000000022,5.000,10.000,96.035
396.600000000022,5.000,10.000,98.477
396.700000000022,5.000,10.000,100.941
396.800000000022,5.000,10.000,103.429
396.900000000022,5.000,10.000,105.939
397.000000000022,5.000,10.000,108.471
397.100000000022,5.000,10.000,111.024
397.200000000022,5.000,10.000,113.599
397.300000000022,5.000,10.000,116.196
397.400000000022,5.000,10.000,118.813
397.500000000022,5.000,10.000,121.451
397.600000000022,5.000,10.000,124.109
397.700000000022,5.000,10.000,126.787
397.800000000022,5.000,10.000,129.485
397.900000000022,5.000,10.000,132.202
398.000000000022,5.000,10.000,134.938
398.100000000022,5.000,10.000,137.694
398.200000000022,5.000,10.000,140.468
398.300000000022,5.000,10.000,143.261
398.400000000022,5.000,10.000,146.072
398.500000000022,5.000,10.000,148.900
398.600000000022,5.000,10.000,151.747
398.700000000022,5.000,10.000,154.611
398.800000000022,5.000,10.000,157.492
398.900000000022,5.000,10.000,160.390
399.000000000022,5.000,10.000,163.305
399.100000000022,5.000,10.000,166.237
399.200000000022,5.000,10.000,169.185
399.300000000022,5.000,10.000,172.149
399.400000000022,5.000,10.000,175.129
399.500000000022,5.000,10.000,178.124
399.600000000022,5.000,10.000,181.135
399.700000000022,5.000,10.000,184.161
399.800000000022,5.000,10.000,187.202
399.900000000022,5.000,10.000,190.258
400.000000000022,5.000,10.000,193.329
400.100000000022,5.000,10.000,196.414
400.200000000022,5.000,10.000,199.513
400.300000000023,5.000,10.000,202.626
400.400000000023,5.000,10.000,205.753
400.500000000023,5.000,10.000,208.894
400.600000000023,5.000,10.000,212.048
400.700000000023,5.000,10.000,215.216
400.800000000023,5.000,10.000,218.396
400.900000000023,5.000,10.000,221.590
401.000000000023,5.000,10.000,224.796
401.100000000023,5.000,10.000,228.015
401.200000000023,5.000,10.000,231.246
401.300000000023,5.000,10.000,234.490
401.400000000023,5.000,10.000,237.745
401.500000000023,5.000,10.000,241.013
401.600000000023,5.000,10.000,244.292
401.700000000023,5.000,10.000,247.582
401.800000000023,5.000,10.000,250.885
401.900000000023,5.000,10.000,254.198
402.000000000023,5.000,10.000,257.523
402.100000000023,5.000,10.000,260.858
402.200000000023,5.000,10.000,264.204
402.300000000023,5.000,10.000,267.562
402.400000000023,5.000,10.000,270.929
402.500000000023,5.000,10.000,274.307
402.600000000023,5.000,10.000,277.695
402.700000000023,5.000,10.000,281.093
402.800000000023,5.000,10.000,284.502
402.900000000023,5.000,10.000,287.920
403.000000000023,5.000,10.000,291.347
403.100000000023,5.000,10.000,294.785
403.200000000023,5.000,10.000,298.231
403.300000000023,5.000,10.000,301.687
403.400000000023,5.000,10.000,305.152
403.500000000023,5.000,10.000,308.627
403.600000000023,5.000,10.000,312.110
403.700000000023,5.000,10.000,315.602
403.800000000023,5.000,10.000,319.102
403.900000000023,5.000,10.000,322.612
404.000000000023,5.000,10.000,326.129
404.100000000023,5.000,10.000,329.655
404.200000000023,5.000,10.000,333.189
404.300000000023,5.000,10.000,336.732
404.400000000023,5.000,10.000,340.282
404.500000000023,5.000,10.000,343.840
404.600000000023,5.000,10.000,347.406
404.700000000024,5.000,10.000,350.980
404.800000000024,5.000,10.000,354.561
404.900000000024,5.000,10.000,358.150
405.000000000024,5.000,10.000,361.746
405.100000000024,5.000,10.000,365.350
405.200000000024,5.000,10.000,368.960
405.300000000024,5.000,10.000,372.578
405.400000000024,5.000,10.000,376.202
405.500000000024,5.000,10.000,379.834
405.600000000024,5.000,10.000,383.472
405.700000000024,5.000,10.000,387.117
405.800000000024,5.000,10.000,390.768
405.900000000024,5.000,10.000,394.426
406.000000000024,5.000,10.000,398.091
406.100000000024,5.000,10.000,401.762
406.200000000024,5.000,10.000,405.439
406.300000000024,5.000,10.000,409.122
406.400000000024,5.000,10.000,412.811
406.500000000024,5.000,10.000,416.507
406.600000000024,5.000,10.000,420.208
406.700000000024,5.000,10.000,423.915
406.800000000024,5.000,10.000,427.628
406.900000000024,5.000,10.000,431.346
407.000000000024,5.000,10.000,435.071
407.100000000024,5.000,10.000,438.800
407.200000000024,5.000,10.000,442.535
407.300000000024,5.000,10.000,446.276
407.400000000024,5.000,10.000,450.022
407.500000000024,5.000,10.000,453.773
407.600000000024,5.000,10.000,457.529
407.700000000024,5.000,10.000,461.290
407.800000000024,5.000,10.000,465.056
407.900000000024,5.000,10.000,468.828
408.000000000024,5.000,10.000,472.604
408.100000000024,5.000,10.000,476.385
408.200000000024,5.000,10.000,480.170
408.300000000024,5.000,10.000,483.961
408.400000000024,5.000,10.000,487.756
408.500000000024,5.000,10.000,491.555
408.600000000024,5.000,10.000,495.359
408.700000000024,5.000,10.000,499.168
408.800000000024,5.000,10.000,502.981
408.900000000024,5.000,10.000,506.798
409.000000000024,5.000,10.000,510.619
409.100000000025,5.000,10.000,514.445
409.200000000025,5.000,10.000,518.275
409.300000000025,5.000,10.000,522.109
409.400000000025,5.000,10.000,525.947
409.500000000025,5.000,10.000,529.788
409.600000000025,5.000,10.000,533.634
409.700000000025,5.000,10.000,537.484
409.800000000025,5.000,10.000,541.338
409.900000000025,5.000,10.000,545.195
410.000000000025,5.000,10.000,549.056
410.100000000025,5.000,10.000,552.920
410.200000000025,5.000,10.000,556.789
410.300000000025,5.000,10.000,560.661
410.400000000025,5.000,10.000,564.536
410.500000000025,5.000,10.000,568.415
410.600000000025,5.000,10.000,572.297
