Time(s),Input(v),Output(v),Output(m)
12.8,2.122,8.140,11.629
12.9,2.122,8.137,11.625
13,2.122,8.128,11.612
13.1,2.122,8.114,11.591
13.2,2.132,8.093,11.562
13.3,2.132,8.067,11.525
13.4,2.132,8.036,11.480
13.5,2.142,7.999,11.427
13.6,2.142,7.957,11.367
13.7,2.142,7.910,11.300
13.8,2.151,7.858,11.226
13.9,2.161,7.801,11.145
14,2.161,7.740,11.057
14.1,2.171,7.674,10.963
14.2,2.181,7.604,10.863
14.3,2.191,7.530,10.757
14.4,2.201,7.452,10.646
14.5,2.201,7.370,10.529
14.6,2.220,7.285,10.407
14.7,2.230,7.197,10.281
14.8,2.240,7.105,10.150
14.9,2.240,7.011,10.015
15,2.260,6.913,9.876
15.1,2.269,6.814,9.734
15.2,2.279,6.712,9.588
15.3,2.289,6.608,9.440
15.4,2.309,6.502,9.288
15.5,2.318,6.394,9.135
15.6,2.328,6.285,8.979
15.7,2.348,6.175,8.822
15.8,2.358,6.064,8.663
15.9,2.377,5.952,8.503
16,2.387,5.840,8.343
16.1,2.397,5.728,8.183
16.2,2.407,5.615,8.022
16.3,2.427,5.503,7.861
16.4,2.436,5.391,7.701
16.5,2.446,5.279,7.542
16.6,2.456,5.168,7.383
16.7,2.476,5.058,7.226
16.8,2.485,4.949,7.071
16.9,2.495,4.842,6.917
17,2.515,4.735,6.765
17.1,2.525,4.631,6.616
17.2,2.544,4.528,6.469
17.3,2.554,4.427,6.325
17.4,2.554,4.329,6.184
17.5,2.574,4.233,6.047
17.6,2.584,4.139,5.913
17.7,2.594,4.048,5.782
17.8,2.603,3.959,5.656
17.9,2.623,3.873,5.533
18,2.633,3.791,5.415
18.1,2.633,3.711,5.302
18.2,2.643,3.635,5.193
18.3,2.652,3.562,5.089
18.4,2.662,3.493,4.990
18.5,2.672,3.427,4.895
18.6,2.672,3.364,4.806
18.7,2.692,3.306,4.722
18.8,2.702,3.251,4.644
18.9,2.702,3.199,4.571
19,2.711,3.152,4.503
19.1,2.711,3.109,4.441
19.2,2.721,3.070,4.385
19.3,2.721,3.034,4.335
19.4,2.721,3.003,4.290
19.5,2.721,2.975,4.250
19.6,2.731,2.952,4.217
19.7,2.741,2.932,4.189
19.8,2.741,2.916,4.166
19.9,2.741,2.905,4.150
20,2.751,2.897,4.139
20.1,2.751,2.894,4.134
20.2,2.751,2.894,4.134
20.3,2.741,2.898,4.140
20.4,2.741,2.906,4.152
20.5,2.741,2.918,4.169
20.6,2.741,2.933,4.191
20.7,2.741,2.952,4.218
20.8,2.741,2.975,4.250
20.9,2.731,3.001,4.287
21,2.731,3.030,4.329
21.1,2.721,3.063,4.375
21.2,2.721,3.098,4.426
21.3,2.721,3.137,4.481
21.4,2.711,3.178,4.540
21.5,2.711,3.222,4.603
21.6,2.711,3.269,4.671
21.7,2.702,3.319,4.742
21.8,2.692,3.371,4.816
21.9,2.682,3.426,4.894
22,2.682,3.482,4.975
22.1,2.672,3.541,5.059
22.2,2.662,3.602,5.145
22.3,2.662,3.664,5.234
22.4,2.652,3.728,5.326
22.5,2.643,3.793,5.419
22.6000000000001,2.633,3.860,5.515
22.7000000000001,2.623,3.928,5.612
22.8000000000001,2.623,3.998,5.711
22.9000000000001,2.613,4.068,5.811
23.0000000000001,2.603,4.139,5.912
23.1000000000001,2.594,4.210,6.014
23.2000000000001,2.584,4.282,6.117
23.3000000000001,2.584,4.355,6.221
23.4000000000001,2.574,4.427,6.325
23.5000000000001,2.564,4.500,6.429
23.6000000000001,2.554,4.573,6.533
23.7000000000001,2.554,4.646,6.637
23.8000000000001,2.535,4.719,6.741
23.9000000000001,2.525,4.791,6.844
24.0000000000001,2.515,4.862,6.946
24.1000000000001,2.515,4.933,7.048
24.2000000000001,2.495,5.004,7.148
24.3000000000001,2.495,5.073,7.247
24.4000000000001,2.485,5.141,7.344
24.5000000000001,2.485,5.208,7.440
24.6000000000001,2.476,5.273,7.534
24.7000000000001,2.466,5.338,7.626
24.8000000000001,2.456,5.401,7.716
24.9000000000001,2.446,5.463,7.804
25.0000000000001,2.436,5.523,7.889
25.1000000000001,2.436,5.581,7.972
25.2000000000001,2.427,5.637,8.053
25.3000000000001,2.417,5.691,8.130
25.4000000000001,2.417,5.744,8.205
25.5000000000001,2.407,5.794,8.277
25.6000000000001,2.397,5.842,8.346
25.7000000000001,2.397,5.888,8.411
25.8000000000001,2.387,5.931,8.473
25.9000000000001,2.387,5.973,8.532
26.0000000000001,2.377,6.012,8.588
26.1000000000001,2.377,6.048,8.640
26.2000000000001,2.368,6.082,8.689
26.3000000000001,2.368,6.113,8.734
26.4000000000001,2.368,6.142,8.775
26.5000000000001,2.358,6.169,8.813
26.6000000000001,2.358,6.193,8.847
26.7000000000001,2.348,6.214,8.877
26.8000000000001,2.358,6.233,8.904
26.9000000000001,2.348,6.249,8.927
27.0000000000001,2.348,6.262,8.946
27.1000000000001,2.348,6.273,8.962
27.2000000000001,2.338,6.282,8.974
27.3000000000001,2.348,6.288,8.982
27.4000000000001,2.338,6.291,8.987
27.5000000000001,2.348,6.292,8.988
27.6000000000001,2.338,6.290,8.985
27.7000000000001,2.338,6.286,8.979
27.8000000000001,2.348,6.279,8.970
27.9000000000001,2.348,6.270,8.957
28.0000000000001,2.348,6.259,8.941
28.1000000000001,2.348,6.245,8.921
28.2000000000001,2.348,6.229,8.899
28.3000000000001,2.348,6.211,8.873
28.4000000000001,2.358,6.191,8.845
28.5000000000001,2.358,6.169,8.813
28.6000000000001,2.358,6.145,8.779
28.7000000000001,2.358,6.119,8.742
28.8000000000001,2.368,6.092,8.702
28.9000000000001,2.368,6.062,8.660
29.0000000000001,2.368,6.031,8.615
29.1000000000001,2.368,5.998,8.569
29.2000000000001,2.377,5.964,8.519
29.3000000000001,2.377,5.928,8.468
29.4000000000001,2.387,5.890,8.415
29.5000000000001,2.397,5.852,8.359
29.6000000000002,2.397,5.812,8.303
29.7000000000002,2.397,5.771,8.244
29.8000000000002,2.407,5.729,8.185
29.9000000000002,2.407,5.686,8.123
30.0000000000002,2.417,5.643,8.061
30.1000000000002,2.417,5.598,7.998
30.2000000000002,2.427,5.553,7.933
30.3000000000002,2.427,5.508,7.868
30.4000000000002,2.436,5.462,7.802
30.5000000000002,2.446,5.415,7.736
30.6000000000002,2.446,5.368,7.669
30.7000000000002,2.456,5.321,7.602
30.8000000000002,2.466,5.274,7.535
30.9000000000002,2.466,5.227,7.468
31.0000000000002,2.466,5.181,7.401
31.1000000000002,2.476,5.134,7.334
31.2000000000002,2.476,5.087,7.268
31.3000000000002,2.485,5.041,7.202
31.4000000000002,2.495,4.995,7.136
31.5000000000002,2.495,4.950,7.072
31.6000000000002,2.505,4.905,7.008
31.7000000000002,2.505,4.861,6.945
31.8000000000002,2.505,4.818,6.883
31.9000000000002,2.515,4.775,6.822
32.0000000000002,2.525,4.734,6.762
32.1000000000002,2.525,4.693,6.704
32.2000000000002,2.535,4.653,6.647
32.3000000000002,2.535,4.614,6.591
32.4000000000002,2.544,4.576,6.537
32.5000000000002,2.544,4.539,6.485
32.6000000000002,2.554,4.504,6.434
32.7000000000002,2.554,4.470,6.386
32.8000000000002,2.554,4.437,6.339
32.9000000000002,2.554,4.406,6.294
33.0000000000002,2.564,4.376,6.251
33.1000000000002,2.574,4.347,6.210
33.2000000000002,2.574,4.320,6.171
33.3000000000002,2.574,4.294,6.134
33.4000000000002,2.574,4.270,6.100
33.5000000000002,2.584,4.247,6.068
33.6000000000002,2.584,4.226,6.038
33.7000000000002,2.584,4.207,6.010
33.8000000000002,2.584,4.189,5.984
33.9000000000002,2.594,4.173,5.961
34.0000000000002,2.594,4.158,5.940
34.1000000000002,2.594,4.145,5.922
34.2000000000002,2.594,4.134,5.906
34.3000000000002,2.603,4.124,5.892
34.4000000000002,2.603,4.116,5.881
34.5000000000002,2.594,4.110,5.872
34.6000000000002,2.594,4.106,5.865
34.7000000000002,2.603,4.103,5.861
34.8000000000002,2.594,4.101,5.859
34.9000000000002,2.594,4.101,5.859
35.0000000000002,2.594,4.103,5.861
35.1000000000002,2.594,4.106,5.866
35.2000000000002,2.594,4.110,5.872
35.3000000000002,2.594,4.116,5.880
35.4000000000002,2.594,4.123,5.891
35.5000000000002,2.594,4.132,5.903
35.6000000000002,2.594,4.142,5.917
35.7000000000002,2.594,4.153,5.933
35.8000000000002,2.594,4.166,5.951
35.9000000000002,2.594,4.180,5.971
36.0000000000002,2.594,4.195,5.993
36.1000000000002,2.594,4.212,6.017
36.2000000000002,2.584,4.229,6.042
36.3000000000002,2.584,4.248,6.069
36.4000000000002,2.584,4.268,6.097
36.5000000000002,2.584,4.289,6.127
36.6000000000003,2.584,4.311,6.158
36.7000000000003,2.574,4.334,6.191
36.8000000000003,2.574,4.358,6.225
36.9000000000003,2.574,4.382,6.260
37.0000000000003,2.564,4.408,6.297
37.1000000000003,2.564,4.434,6.334
37.2000000000003,2.554,4.461,6.372
37.3000000000003,2.554,4.488,6.411
37.4000000000003,2.554,4.516,6.451
37.5000000000003,2.554,4.544,6.491
37.6000000000003,2.554,4.573,6.532
37.7000000000003,2.554,4.602,6.574
37.8000000000003,2.544,4.631,6.616
37.9000000000003,2.544,4.661,6.659
38.0000000000003,2.544,4.692,6.702
38.1000000000003,2.535,4.722,6.746
38.2000000000003,2.535,4.753,6.790
38.3000000000003,2.525,4.784,6.834
38.4000000000003,2.515,4.814,6.877
38.5000000000003,2.515,4.845,6.921
38.6000000000003,2.515,4.875,6.964
38.7000000000003,2.515,4.905,7.008
38.8000000000003,2.505,4.935,7.050
38.9000000000003,2.505,4.965,7.093
39.0000000000003,2.505,4.994,7.135
39.1000000000003,2.495,5.023,7.176
39.2000000000003,2.495,5.052,7.217
39.3000000000003,2.485,5.080,7.257
39.4000000000003,2.485,5.108,7.297
39.5000000000003,2.485,5.134,7.335
39.6000000000003,2.476,5.161,7.373
39.7000000000003,2.476,5.186,7.409
39.8000000000003,2.476,5.211,7.444
39.9000000000003,2.466,5.235,7.479
40.0000000000003,2.466,5.258,7.512
40.1000000000003,2.466,5.281,7.544
40.2000000000003,2.466,5.302,7.575
40.3000000000003,2.466,5.323,7.604
40.4000000000003,2.466,5.343,7.633
40.5000000000003,2.456,5.362,7.660
40.6000000000003,2.456,5.380,7.686
40.7000000000003,2.456,5.397,7.711
40.8000000000003,2.446,5.414,7.734
40.9000000000003,2.446,5.429,7.755
41.0000000000003,2.446,5.443,7.776
41.1000000000003,2.436,5.456,7.794
41.2000000000003,2.436,5.468,7.811
41.3000000000003,2.436,5.479,7.827
41.4000000000003,2.436,5.488,7.841
41.5000000000003,2.436,5.497,7.853
41.6000000000003,2.436,5.504,7.863
41.7000000000003,2.436,5.510,7.872
41.8000000000003,2.436,5.516,7.879
41.9000000000003,2.436,5.520,7.885
42.0000000000003,2.436,5.523,7.890
42.1000000000003,2.436,5.525,7.893
42.2000000000003,2.436,5.526,7.894
42.3000000000003,2.436,5.526,7.894
42.4000000000003,2.436,5.525,7.892
42.5000000000003,2.436,5.523,7.889
42.6000000000003,2.436,5.520,7.885
42.7000000000003,2.436,5.516,7.879
42.8000000000003,2.436,5.511,7.872
42.9000000000003,2.436,5.505,7.864
43.0000000000003,2.436,5.498,7.854
43.1000000000003,2.436,5.490,7.843
43.2000000000003,2.436,5.482,7.831
43.3000000000003,2.436,5.472,7.818
43.4000000000003,2.436,5.462,7.803
43.5000000000003,2.446,5.451,7.787
43.6000000000003,2.436,5.439,7.770
43.7000000000004,2.446,5.426,7.752
43.8000000000004,2.446,5.413,7.733
43.9000000000004,2.436,5.399,7.712
44.0000000000004,2.446,5.384,7.691
44.1000000000004,2.456,5.368,7.669
44.2000000000004,2.456,5.352,7.646
44.3000000000004,2.456,5.336,7.623
44.4000000000004,2.456,5.319,7.598
44.5000000000004,2.466,5.301,7.573
44.6000000000004,2.466,5.284,7.548
44.7000000000004,2.456,5.266,7.522
44.8000000000004,2.466,5.247,7.496
44.9000000000004,2.466,5.228,7.469
45.0000000000004,2.476,5.209,7.442
45.1000000000004,2.476,5.190,7.415
45.2000000000004,2.476,5.171,7.387
45.3000000000004,2.476,5.152,7.359
45.4000000000004,2.476,5.132,7.332
45.5000000000004,2.485,5.112,7.303
45.6000000000004,2.485,5.093,7.275
45.7000000000004,2.485,5.073,7.248
45.8000000000004,2.485,5.054,7.220
45.9000000000004,2.485,5.034,7.192
46.0000000000004,2.495,5.015,7.164
46.1000000000004,2.495,4.996,7.136
46.2000000000004,2.495,4.976,7.109
46.3000000000004,2.495,4.958,7.082
46.4000000000004,2.495,4.939,7.056
46.5000000000004,2.505,4.920,7.029
46.6000000000004,2.505,4.902,7.003
46.7000000000004,2.505,4.884,6.978
46.8000000000004,2.515,4.867,6.953
46.9000000000004,2.515,4.850,6.928
47.0000000000004,2.515,4.833,6.904
47.1000000000004,2.515,4.817,6.881
47.2000000000004,2.515,4.801,6.859
47.3000000000004,2.525,4.786,6.837
47.4000000000004,2.525,4.771,6.816
47.5000000000004,2.525,4.757,6.796
47.6000000000004,2.525,4.744,6.777
47.7000000000004,2.525,4.731,6.759
47.8000000000004,2.525,4.719,6.741
47.9000000000004,2.525,4.707,6.724
48.0000000000004,2.525,4.696,6.708
48.1000000000004,2.535,4.685,6.693
48.2000000000004,2.535,4.675,6.679
48.3000000000004,2.535,4.666,6.665
48.4000000000004,2.535,4.657,6.653
48.5000000000004,2.535,4.649,6.641
48.6000000000004,2.544,4.642,6.631
48.7000000000004,2.535,4.635,6.622
48.8000000000004,2.535,4.629,6.613
48.9000000000004,2.544,4.624,6.606
49.0000000000004,2.535,4.620,6.599
49.1000000000004,2.544,4.616,6.594
49.2000000000004,2.535,4.612,6.589
49.3000000000004,2.535,4.610,6.586
49.4000000000004,2.544,4.608,6.583
49.5000000000004,2.544,4.607,6.581
49.6000000000004,2.544,4.606,6.580
49.7000000000004,2.544,4.606,6.580
49.8000000000004,2.544,4.607,6.582
49.9000000000004,2.544,4.609,6.584
50.0000000000004,2.544,4.611,6.587
50.1000000000004,2.544,4.614,6.591
50.2000000000004,2.544,4.617,6.596
50.3000000000004,2.544,4.622,6.602
50.4000000000004,2.535,4.626,6.609
50.5000000000004,2.544,4.632,6.617
50.6000000000004,2.544,4.638,6.625
50.7000000000005,2.535,4.644,6.635
50.8000000000005,2.544,4.651,6.645
50.9000000000005,2.535,4.659,6.656
51.0000000000005,2.544,4.667,6.667
51.1000000000005,2.535,4.676,6.680
51.2000000000005,2.535,4.685,6.693
51.3000000000005,2.535,4.694,6.706
51.4000000000005,2.535,4.704,6.720
51.5000000000005,2.525,4.715,6.735
51.6000000000005,2.525,4.725,6.750
51.7000000000005,2.525,4.736,6.766
51.8000000000005,2.525,4.747,6.781
51.9000000000005,2.525,4.758,6.798
52.0000000000005,2.525,4.770,6.814
52.1000000000005,2.525,4.782,6.831
52.2000000000005,2.525,4.794,6.848
52.3000000000005,2.525,4.806,6.865
52.4000000000005,2.515,4.818,6.883
52.5000000000005,2.515,4.831,6.901
52.6000000000005,2.515,4.843,6.919
52.7000000000005,2.515,4.856,6.937
52.8000000000005,2.515,4.869,6.955
52.9000000000005,2.515,4.882,6.974
53.0000000000005,2.505,4.894,6.992
53.1000000000005,2.515,4.907,7.010
53.2000000000005,2.515,4.920,7.028
53.3000000000005,2.505,4.933,7.047
53.4000000000005,2.505,4.946,7.065
53.5000000000005,2.505,4.958,7.083
53.6000000000005,2.505,4.971,7.101
53.7000000000005,2.505,4.983,7.119
53.8000000000005,2.495,4.996,7.137
53.9000000000005,2.495,5.008,7.154
54.0000000000005,2.495,5.020,7.171
54.1000000000005,2.495,5.031,7.188
54.2000000000005,2.495,5.043,7.204
54.3000000000005,2.485,5.054,7.220
54.4000000000005,2.485,5.065,7.236
54.5000000000005,2.485,5.075,7.251
54.6000000000005,2.485,5.085,7.265
54.7000000000005,2.485,5.095,7.279
54.8000000000005,2.485,5.105,7.292
54.9000000000005,2.485,5.114,7.305
55.0000000000005,2.476,5.122,7.317
55.1000000000005,2.476,5.130,7.329
55.2000000000005,2.476,5.138,7.340
55.3000000000005,2.476,5.145,7.350
55.4000000000005,2.476,5.152,7.360
55.5000000000005,2.476,5.158,7.369
55.6000000000005,2.476,5.164,7.377
55.7000000000005,2.476,5.169,7.384
55.8000000000005,2.476,5.174,7.391
55.9000000000005,2.476,5.178,7.398
56.0000000000005,2.476,5.182,7.403
56.1000000000005,2.476,5.186,7.408
56.2000000000005,2.476,5.189,7.413
56.3000000000005,2.476,5.191,7.416
56.4000000000005,2.476,5.194,7.420
56.5000000000005,2.476,5.195,7.422
56.6000000000005,2.476,5.197,7.424
56.7000000000005,2.476,5.198,7.426
56.8000000000005,2.476,5.198,7.426
56.9000000000005,2.476,5.199,7.427
57.0000000000005,2.476,5.199,7.426
57.1000000000005,2.476,5.198,7.426
57.2000000000005,2.476,5.197,7.424
57.3000000000005,2.476,5.196,7.422
57.4000000000005,2.476,5.194,7.420
57.5000000000005,2.476,5.192,7.417
57.6000000000005,2.476,5.190,7.414
57.7000000000005,2.476,5.187,7.410
57.8000000000006,2.476,5.184,7.405
57.9000000000006,2.476,5.180,7.401
58.0000000000006,2.476,5.177,7.395
58.1000000000006,2.476,5.173,7.389
58.2000000000006,2.476,5.168,7.383
58.3000000000006,2.476,5.163,7.376
58.4000000000006,2.476,5.158,7.369
58.5000000000006,2.476,5.153,7.361
58.6000000000006,2.476,5.147,7.353
58.7000000000006,2.476,5.141,7.345
58.8000000000006,2.476,5.135,7.336
58.9000000000006,2.476,5.128,7.326
59.0000000000006,2.476,5.121,7.316
59.1000000000006,2.476,5.114,7.306
59.2000000000006,2.476,5.107,7.296
59.3000000000006,2.485,5.099,7.284
59.4000000000006,2.485,5.091,7.273
59.5000000000006,2.485,5.083,7.262
59.6000000000006,2.485,5.075,7.250
59.7000000000006,2.485,5.067,7.238
59.8000000000006,2.495,5.059,7.227
59.9000000000006,2.495,5.050,7.215
60.0000000000006,2.485,5.042,7.203
60.1000000000006,2.495,5.034,7.191
60.2000000000006,2.495,5.025,7.179
60.3000000000006,2.495,5.017,7.167
60.4000000000006,2.495,5.009,7.155
60.5000000000006,2.495,5.000,7.144
60.6000000000006,2.495,4.992,7.132
60.7000000000006,2.505,4.984,7.120
60.8000000000006,2.505,4.976,7.109
60.9000000000006,2.505,4.968,7.098
61.0000000000006,2.505,4.961,7.087
61.1000000000006,2.495,4.953,7.076
61.2000000000006,2.505,4.946,7.066
61.3000000000006,2.505,4.939,7.055
61.4000000000006,2.505,4.932,7.045
61.5000000000006,2.505,4.925,7.036
61.6000000000006,2.505,4.918,7.026
61.7000000000006,2.505,4.912,7.017
61.8000000000006,2.505,4.905,7.008
61.9000000000006,2.515,4.899,6.999
62.0000000000006,2.505,4.893,6.991
62.1000000000006,2.515,4.888,6.983
62.2000000000006,2.515,4.882,6.975
62.3000000000006,2.515,4.877,6.968
62.4000000000006,2.505,4.873,6.961
62.5000000000006,2.505,4.868,6.954
62.6000000000006,2.505,4.864,6.948
62.7000000000006,2.515,4.859,6.942
62.8000000000006,2.515,4.855,6.936
62.9000000000006,2.515,4.851,6.931
63.0000000000006,2.515,4.848,6.926
63.1000000000006,2.515,4.845,6.921
63.2000000000006,2.515,4.842,6.917
63.3000000000006,2.515,4.839,6.913
63.4000000000006,2.525,4.837,6.910
63.5000000000006,2.515,4.835,6.907
63.6000000000006,2.515,4.833,6.905
63.7000000000006,2.515,4.832,6.903
63.8000000000006,2.515,4.831,6.901
63.9000000000006,2.515,4.830,6.900
64.0000000000006,2.515,4.829,6.899
64.1000000000006,2.515,4.829,6.898
64.2000000000006,2.515,4.829,6.898
64.3000000000006,2.515,4.829,6.898
64.4000000000006,2.515,4.829,6.898
64.5000000000006,2.515,4.829,6.899
64.6000000000006,2.515,4.830,6.900
64.7000000000006,2.515,4.831,6.902
64.8000000000006,2.515,4.832,6.903
64.9000000000006,2.515,4.834,6.905
65.0000000000006,2.515,4.835,6.908
65.1000000000006,2.515,4.837,6.910
65.2000000000006,2.515,4.839,6.913
65.3000000000006,2.515,4.842,6.916
65.4000000000006,2.515,4.844,6.920
65.5000000000006,2.515,4.847,6.924
65.6000000000005,2.515,4.850,6.928
65.7000000000005,2.515,4.853,6.932
65.8000000000005,2.515,4.856,6.937
65.9000000000005,2.515,4.859,6.942
66.0000000000005,2.515,4.863,6.947
66.1000000000005,2.515,4.867,6.953
66.2000000000005,2.515,4.871,6.958
66.3000000000005,2.515,4.875,6.964
66.4000000000005,2.515,4.879,6.970
66.5000000000005,2.505,4.884,6.977
66.6000000000005,2.505,4.888,6.983
66.7000000000005,2.505,4.893,6.990
66.8000000000005,2.505,4.898,6.997
66.9000000000005,2.505,4.902,7.003
67.0000000000005,2.505,4.907,7.010
67.1000000000005,2.515,4.911,7.016
67.2000000000005,2.505,4.916,7.023
67.3000000000005,2.505,4.921,7.030
67.4000000000004,2.505,4.926,7.037
67.5000000000004,2.505,4.931,7.044
67.6000000000004,2.505,4.936,7.051
67.7000000000004,2.505,4.941,7.058
67.8000000000004,2.505,4.945,7.065
67.9000000000004,2.505,4.950,7.072
68.0000000000004,2.505,4.955,7.079
68.1000000000004,2.505,4.960,7.086
68.2000000000004,2.505,4.965,7.093
68.3000000000004,2.505,4.970,7.100
68.4000000000004,2.495,4.975,7.107
68.5000000000004,2.495,4.980,7.114
68.6000000000004,2.495,4.985,7.121
68.7000000000004,2.495,4.989,7.128
68.8000000000004,2.495,4.994,7.134
68.9000000000004,2.495,4.998,7.140
69.0000000000004,2.495,5.002,7.146
69.1000000000003,2.495,5.006,7.152
69.2000000000003,2.495,5.010,7.157
69.3000000000003,2.495,5.014,7.163
69.4000000000003,2.495,5.017,7.168
69.5000000000003,2.495,5.021,7.173
69.6000000000003,2.495,5.024,7.178
69.7000000000003,2.485,5.028,7.182
69.8000000000003,2.485,5.031,7.187
69.9000000000003,2.485,5.033,7.191
70.0000000000003,2.495,5.036,7.194
70.1000000000003,2.495,5.038,7.197
70.2000000000003,2.495,5.040,7.201
70.3000000000003,2.495,5.043,7.204
70.4000000000003,2.495,5.045,7.207
70.5000000000003,2.485,5.047,7.209
70.6000000000003,2.495,5.048,7.212
70.7000000000003,2.495,5.050,7.214
70.8000000000003,2.485,5.051,7.216
70.9000000000002,2.495,5.053,7.218
71.0000000000002,2.495,5.054,7.220
71.1000000000002,2.485,5.055,7.221
71.2000000000002,2.485,5.056,7.222
71.3000000000002,2.485,5.056,7.223
71.4000000000002,2.485,5.057,7.224
71.5000000000002,2.485,5.057,7.224
71.6000000000002,2.495,5.057,7.224
71.7000000000002,2.495,5.056,7.223
71.8000000000002,2.495,5.056,7.223
71.9000000000002,2.485,5.056,7.223
72.0000000000002,2.485,5.055,7.222
72.1000000000002,2.485,5.054,7.221
72.2000000000002,2.485,5.053,7.219
72.3000000000002,2.485,5.052,7.218
72.4000000000002,2.485,5.051,7.216
72.5000000000002,2.485,5.049,7.213
72.6000000000002,2.495,5.047,7.211
72.7000000000001,2.495,5.045,7.208
72.8000000000001,2.495,5.044,7.205
72.9000000000001,2.495,5.042,7.202
73.0000000000001,2.485,5.040,7.199
73.1000000000001,2.495,5.037,7.196
73.2000000000001,2.485,5.035,7.193
73.3000000000001,2.495,5.033,7.189
73.4000000000001,2.495,5.030,7.186
73.5000000000001,2.495,5.027,7.182
73.6000000000001,2.495,5.025,7.178
73.7000000000001,2.485,5.022,7.175
73.8000000000001,2.495,5.019,7.171
73.9000000000001,2.495,5.017,7.166
74.0000000000001,2.495,5.014,7.162
74.1000000000001,2.495,5.011,7.158
74.2000000000001,2.495,5.008,7.154
74.3000000000001,2.495,5.005,7.150
74.4,2.495,5.002,7.145
74.5,2.495,4.999,7.141
74.6,2.495,4.996,7.136
74.7,2.485,4.992,7.132
74.8,2.495,4.989,7.127
74.9,2.495,4.986,7.122
75,2.495,4.982,7.118
75.1,2.495,4.979,7.113
75.2,2.505,4.976,7.108
75.3,2.495,4.972,7.103
75.4,2.505,4.969,7.098
75.5,2.505,4.966,7.094
75.6,2.505,4.963,7.089
75.7,2.505,4.960,7.085
75.8,2.495,4.957,7.081
75.9,2.495,4.954,7.077
76,2.505,4.951,7.073
76.1,2.495,4.948,7.069
76.1999999999999,2.505,4.945,7.065
76.2999999999999,2.505,4.943,7.061
76.3999999999999,2.505,4.940,7.057
76.4999999999999,2.505,4.938,7.054
76.5999999999999,2.505,4.935,7.050
76.6999999999999,2.505,4.933,7.047
76.7999999999999,2.505,4.931,7.044
76.8999999999999,2.505,4.929,7.041
76.9999999999999,2.505,4.927,7.038
77.0999999999999,2.505,4.925,7.036
77.1999999999999,2.505,4.923,7.033
77.2999999999999,2.505,4.922,7.031
77.3999999999999,2.515,4.920,7.029
77.4999999999999,2.505,4.919,7.027
77.5999999999999,2.505,4.918,7.025
77.6999999999999,2.515,4.917,7.024
77.7999999999999,2.505,4.916,7.023
77.8999999999998,2.505,4.915,7.022
77.9999999999998,2.505,4.915,7.021
78.0999999999998,2.505,4.914,7.020
78.1999999999998,2.505,4.914,7.019
78.2999999999998,2.505,4.913,7.019
78.3999999999998,2.505,4.913,7.019
78.4999999999998,2.505,4.913,7.018
78.5999999999998,2.505,4.913,7.018
78.6999999999998,2.505,4.913,7.018
78.7999999999998,2.515,4.913,7.018
78.8999999999998,2.515,4.913,7.019
78.9999999999998,2.505,4.913,7.019
79.0999999999998,2.505,4.914,7.020
79.1999999999998,2.505,4.915,7.021
79.2999999999998,2.505,4.915,7.022
79.3999999999998,2.505,4.916,7.023
79.4999999999998,2.505,4.917,7.024
79.5999999999998,2.505,4.918,7.026
79.6999999999997,2.515,4.919,7.027
79.7999999999997,2.505,4.920,7.029
79.8999999999997,2.515,4.922,7.031
79.9999999999997,2.515,4.923,7.033
80.0999999999997,2.505,4.925,7.035
80.1999999999997,2.505,4.927,7.038
80.2999999999997,2.505,4.928,7.041
80.3999999999997,2.505,4.930,7.043
80.4999999999997,2.505,4.932,7.046
80.5999999999997,2.505,4.934,7.049
80.6999999999997,2.495,4.936,7.052
80.7999999999997,2.505,4.938,7.055
80.8999999999997,2.505,4.940,7.058
80.9999999999997,2.505,4.942,7.061
81.0999999999997,2.505,4.944,7.064
81.1999999999997,2.505,4.947,7.067
81.2999999999997,2.505,4.949,7.070
81.3999999999997,2.495,4.951,7.073
81.4999999999996,2.495,4.953,7.076
81.5999999999996,2.495,4.955,7.079
81.6999999999996,2.505,4.957,7.082
81.7999999999996,2.505,4.959,7.085
81.8999999999996,2.505,4.961,7.088
81.9999999999996,2.505,4.963,7.091
82.0999999999996,2.505,4.966,7.094
82.1999999999996,2.505,4.968,7.097
82.2999999999996,2.505,4.970,7.100
82.3999999999996,2.495,4.972,7.104
82.4999999999996,2.505,4.975,7.107
82.5999999999996,2.495,4.977,7.110
82.6999999999996,2.495,4.979,7.113
82.7999999999996,2.495,4.981,7.116
82.8999999999996,2.505,4.983,7.119
82.9999999999996,2.495,4.985,7.122
83.0999999999996,2.505,4.987,7.124
83.1999999999995,2.495,4.989,7.127
83.2999999999995,2.505,4.991,7.130
83.3999999999995,2.495,4.993,7.132
83.4999999999995,2.495,4.995,7.135
83.5999999999995,2.495,4.996,7.137
83.6999999999995,2.495,4.998,7.140
83.7999999999995,2.495,4.999,7.142
83.8999999999995,2.495,5.001,7.144
83.9999999999995,2.495,5.002,7.146
84.0999999999995,2.485,5.003,7.148
84.1999999999995,2.495,5.004,7.149
84.2999999999995,2.495,5.005,7.150
84.3999999999995,2.495,5.006,7.151
84.4999999999995,2.495,5.007,7.153
84.5999999999995,2.495,5.007,7.153
84.6999999999995,2.495,5.008,7.154
84.7999999999995,2.495,5.008,7.155
84.8999999999995,2.495,5.009,7.156
84.9999999999994,2.495,5.009,7.156
